line,categories,string
51653,Functions,get_DataViewSettings
51662,Functions,GetDataView
51670,Functions,get_ApplyDefaultSort
51691,Functions,storageType
51692,Functions,GetPrecedence
51693,Functions,GetPrecedenceType
51723,Functions,GetDependency
51726,Economy,_originalExpression
51729,Economy,_expr
51731,Economy,ExpressionNode
51732,Functions,get_IsSqlColumn
51733,Functions,get_table
51756,Economy,ExpressionParser
51757,Economy,LoadExpression
51764,Economy,BuildExpression
51780,Economy,_exponentL
51781,Economy,_exponentU
51797,Economy,InvalidExpressionException
51800,Economy,ExprException
51802,Economy,_Expr
51812,Economy,ExpressionTooComplex
51818,Economy,tokExpected
51841,Economy,ExpressionUnbound
51848,Heroes;CombatStats,InvalidTimeZoneRange
51868,Functions,updateRule
51872,Functions,CascadeUpdate
51877,Functions,get_AcceptRejectRule
51880,Functions,get_DeleteRule
51882,Functions,get_RelatedColumns
51883,Functions,get_RelatedColumnsReference
51885,Functions,get_RelatedTable
51886,Functions,get_UpdateRule
51887,Functions,set_UpdateRule
51889,Functions,_updateRule
51896,Functions,UpdateRule
51899,Functions,get_Conflict
51904,Functions,MergeTable
51906,Functions,MergeTableData
51910,Functions,GetSrcKey
51934,Heroes;CombatStats;Functions,IndexOutOFRangeinGetNodeByIndex
51954,Functions,GetIntValueFromBitMap
51957,Functions,GetIndexOfPageWithFreeSlot
51958,Functions,get_HasDuplicates
51959,Functions,GetNewNode
51970,Functions,UpdateNodeKey
51977,Functions,GetNodeByKey
51978,Functions,GetIndexByKey
51979,Functions,GetIndexByNode
51980,Functions,GetIndexByNodePath
51984,Functions,GetNodeByIndex
51999,Functions,_pageTable
52000,Functions,_pageTableMap
52023,Functions,get_InUseCount
52025,Functions,get_PageId
52038,Functions,get_LastFreeRecord
52057,Functions,GetParentValues
52070,Functions,GetAllFields
52071,Functions,get_HasRemoteAggregate
52072,Functions,get_RecordStates
52073,Functions,get_RecordCount
52077,Functions,get_RefCount
52089,Functions,GetUniqueKeyValues
52094,Heroes;CombatStats;Functions,GetRangeFromNode
52097,Functions,GetChangeAction
52098,Functions,GetReplaceAction
52099,Functions,GetRows
52105,Functions,get_DoListChanged
52133,Functions,get_HasListeners
52142,Functions,get_XmlBaseType
52143,Functions,get_BaseSimpleType
52144,Functions,get_SimpleTypeQualifiedName
52170,Functions,get_ColumnNames
52171,Functions,get_ConstraintIndex
52174,Functions,get_IsPrimaryKey
52192,Functions,GetInstanceName
52195,Functions,GetMinMax
52219,Functions,GetBooleanAttribute
52224,Functions,get_FromInference
52228,Economy,HandleColumnExpression
52229,Functions,GetMsdataAttribute
52238,Functions,GetParticleItems
52246,Functions,GetStringAttribute
52265,Functions,GetPrefix
52266,Functions,GetNamespaceFromPrefix
52267,Functions,GetTableNamespace
52268,Functions,GetTableName
52272,Economy,_columnExpressions
52279,Economy,_expressions
52297,Functions,GetValueForTextOnlyColums
52298,Functions,GetInitialTextFromNodes
52299,Functions,GetTextOnlyColumn
52300,Functions,GetRowFromElement
52326,Functions,_isTableLevel
52332,Functions,_UPDGNS
52350,Functions,GetSelfAndDescendants
52352,Functions,GetColumnSchema
52353,Functions,GetSchemaForNode
52354,Functions,GetTableForNode
52383,Functions,CreateToplevelTables
52390,Functions,FindTargetNamespace
52409,Functions,_targetConverter
52428,Functions,GetNestedChildRelations
52433,Functions,_topLevelTables
52441,Functions,get_NullString
52442,Functions,get_ArithOverflowMessage
52443,Functions,get_DivideByZeroMessage
52444,Functions,get_NullValueMessage
52445,Functions,get_TruncationMessage
52446,Functions,get_DateTimeOverflowMessage
52447,Functions,get_ConcatDiffCollationMessage
52448,Functions,get_CompareDiffCollationMessage
52449,Functions,get_ConversionOverflowMessage
52450,Functions,get_TimeZoneSpecifiedMessage
52451,Functions,get_InvalidPrecScaleMessage
52452,Functions,get_FormatMessage
52474,Functions,GetXsdType
52475,Functions,get_IsTrue
52476,Functions,get_IsFalse
52480,Functions,get_ByteValue
52491,Functions,get_Null
52501,Functions,get_DayTicks
52502,Functions,get_TimeTicks
52524,Functions,CalculatePrecision
52538,Functions,BGetPrecUI4
52540,Functions,BGetPrecUI8
52654,Economy,ecExpectedResult
52677,Functions,throwTargetInvocationExceptions
52680,Functions,get_CreateSqlReaderMethodInfo
52703,Functions,GetFamily
52704,Functions,GetEmptyStorage
52707,Functions,GetXmlSerializer
52745,Functions,StorageType
52754,Functions,GetStorageType
52755,Functions,GetTypeStorage
52760,Functions,changeTracking
52761,Functions,revertibleChangeTracking
52767,Functions,GetEmptyStorageInternal
52772,Functions,_storageTypeCode
52806,Functions,ChangeTypeForDefaultValue
52807,Functions,ChangeType2
52808,Functions,ChangeTypeForXML
52826,Functions,GetStaticNullForUdtType
52829,Functions,<GetStaticNullForUdtType>b__0
52870,Heroes;CombatStats,bufferRangePatchData
52876,Functions,GetReflectionData
52895,Bosses,JobProducerTypeAttribute
52897,Bosses,producerType
52898,Bosses,<ProducerType>k__BackingField
52899,Heroes;CombatStats,JobRanges
52908,Heroes;CombatStats;Functions,GetJobRange
52909,Heroes;CombatStats;Functions,GetWorkStealingRange
52919,Functions,get_IsExecutingJob
52920,Functions,get_ThreadIndex
52921,Functions,get_ThreadIndexCount
52968,Functions,get_Scripts
52988,Heroes,set_RawImageDataReference
52989,Heroes,set_ImageFormat
52990,Heroes,<RawImageDataReference>k__BackingField
52991,Heroes,<ImageFormat>k__BackingField
52994,Heroes,RawImageDataReference
53018,Functions,GetCategoryDescription
53033,Functions,GetOrCreateMemLabel
53036,Functions,GetOrCreateMemLabel__Unmanaged
53037,Functions,GetCategoryDescription_Injected
53039,Functions,GetOrCreateMemLabel_Injected
53079,Functions,<PriorityLevel>k__BackingField
53088,Functions,PriorityLevels
53101,Functions,DeallocateOnJobCompletionAttribute
53134,Functions,get_Stride
53143,Functions,getHashCode64
53144,Functions,getSubHashCode64
53146,Functions,GetOrCreateSharedStaticInternal
53148,Functions,GetHashCode64
53155,Functions,NativeContainerSupportsDeallocateOnJobCompletionAttribute
53166,Functions,GetUnsafePtr
53167,Functions,GetUnsafeReadOnlyPtr
53188,Functions,GetReasonForTypeNonBlittableImpl
53190,Functions,GetReasonForArrayNonBlittable
53206,WavePerks,BurstDiscardAttribute
53210,Functions,GetOrCreateSharedMemory
53216,Functions,targetFlags
53218,Functions,<TargetFlags>k__BackingField
53223,Functions,ImplicitUseTargetFlags
53229,Progression,InvokeSpriteChanged
53231,Functions,get_sprite_Injected
53234,Functions,get_color_Injected
53236,Progression,m_SpriteChangeEvent
53243,Functions,GetPackingRotation
53244,Functions,GetPacked
53245,Functions,GetInnerUVs
53246,Functions,GetOuterUVs
53247,Functions,GetPadding
53248,Functions,get_bounds
53249,Functions,get_border
53250,Functions,GetSecondaryTextureCount
53252,Functions,GetSecondaryTextures
53253,Functions,get_associatedAlphaSplitTexture
53254,Functions,get_packed
53255,Functions,get_packingRotation
53256,Functions,get_vertices
53257,Functions,get_triangles
53258,Functions,GetPackingRotation_Injected
53259,Functions,GetPacked_Injected
53260,Functions,GetInnerUVs_Injected
53261,Functions,GetOuterUVs_Injected
53262,Functions,GetPadding_Injected
53263,Functions,get_bounds_Injected
53264,Functions,get_rect_Injected
53265,Functions,get_border_Injected
53266,Functions,get_texture_Injected
53267,Functions,GetSecondaryTextureCount_Injected
53268,Functions,GetSecondaryTextures_Injected
53269,Functions,get_pixelsPerUnit_Injected
53270,Functions,get_associatedAlphaSplitTexture_Injected
53271,Functions,get_pivot_Injected
53272,Functions,get_vertices_Injected
53273,Functions,get_triangles_Injected
53274,Functions,get_uv_Injected
53280,Functions,GetLayerValueFromID
53283,Functions,get_time
53285,Functions,get_inTangent
53287,Functions,get_outTangent
53289,Functions,get_weightedMode
53291,Functions,get_tangentMode
53293,Functions,get_tangentModeInternal
53313,Functions,get_keys
53315,Functions,get_preWrapMode
53317,Functions,get_postWrapMode
53323,Functions,get_keys_Injected
53325,Functions,get_length_Injected
53326,Functions,GetKey_Injected
53327,Functions,GetHashCode_Injected
53328,Functions,get_preWrapMode_Injected
53330,Functions,get_postWrapMode_Injected
53340,Functions,get_isPlaying
53341,Functions,get_isFocused
53342,Functions,get_isBatchMode
53343,Functions,get_dataPath
53344,Functions,get_streamingAssetsPath
53345,Functions,get_persistentDataPath
53346,Functions,get_absoluteURL
53349,Functions,get_unityVersion
53350,Functions,get_installerName
53351,Functions,get_identifier
53352,Functions,get_installMode
53353,Functions,get_sandboxType
53354,Functions,get_productName
53355,Functions,get_companyName
53356,Functions,get_cloudProjectId
53358,Functions,get_targetFrameRate
53359,Functions,set_targetFrameRate
53362,Functions,get_platform
53363,Functions,get_isMobilePlatform
53364,Functions,get_systemLanguage
53365,Functions,get_internetReachability
53394,Functions,get_isEditor
53395,Functions,get_dataPath_Injected
53396,Functions,get_streamingAssetsPath_Injected
53397,Functions,get_persistentDataPath_Injected
53398,Functions,get_absoluteURL_Injected
53400,Functions,get_unityVersion_Injected
53401,Functions,get_version_Injected
53402,Functions,get_installerName_Injected
53403,Functions,get_identifier_Injected
53404,Functions,get_productName_Injected
53405,Functions,get_companyName_Injected
53406,Functions,get_cloudProjectId_Injected
53432,Functions,targetFrameRate
53481,CombatStats,FlashPlayer
53518,Heroes,Switch2
53574,Functions,get_nearClipPlane
53576,Functions,get_farClipPlane
53578,Functions,get_fieldOfView
53581,Functions,get_actualRenderingPath
53582,Functions,get_allowHDR
53584,Functions,get_allowMSAA
53587,Functions,get_orthographicSize
53589,Functions,get_orthographic
53591,Functions,get_depth
53593,Functions,get_aspect
53595,Functions,get_cullingMask
53596,Functions,get_eventMask
53597,Functions,get_cameraType
53600,Functions,get_clearFlags
53603,Functions,get_pixelRect
53605,Functions,get_scaledPixelWidth
53606,Functions,get_scaledPixelHeight
53607,Functions,get_activeTexture
53613,Functions,get_main
53614,Functions,get_currentInternal
53615,Functions,get_stereoTargetEye
53616,Functions,get_stereoTargetEyeInternal
53617,Functions,GetAllCamerasCount
53618,Functions,GetAllCamerasImpl
53619,Functions,get_allCamerasCount
53620,Functions,GetAllCameras
53630,Functions,get_nearClipPlane_Injected
53632,Functions,get_farClipPlane_Injected
53634,Functions,get_fieldOfView_Injected
53637,Functions,get_actualRenderingPath_Injected
53638,Functions,get_allowHDR_Injected
53640,Functions,get_allowMSAA_Injected
53643,Functions,get_orthographicSize_Injected
53645,Functions,get_orthographic_Injected
53647,Functions,get_depth_Injected
53649,Functions,get_aspect_Injected
53651,Functions,get_cullingMask_Injected
53652,Functions,get_eventMask_Injected
53653,Functions,get_cameraType_Injected
53656,Functions,get_backgroundColor_Injected
53658,Functions,get_clearFlags_Injected
53662,Functions,get_pixelRect_Injected
53664,Functions,get_scaledPixelWidth_Injected
53665,Functions,get_scaledPixelHeight_Injected
53666,Functions,get_targetTexture_Injected
53667,Functions,set_targetTexture_Injected
53668,Functions,get_activeTexture_Injected
53669,Functions,get_targetDisplay_Injected
53675,Functions,get_main_Injected
53676,Functions,get_currentInternal_Injected
53677,Functions,get_stereoTargetEyeInternal_Injected
53678,Functions,GetAllCamerasImpl_Injected
53714,Functions,stereoTargetEye
53715,Functions,stereoTargetEyeInternal
53726,Progression,m_OnStateChanged
53749,Functions,get_unityLogger
53762,Functions,get_isDebugBuild
53771,Economy,ExpressionEvaluator
53780,Economy,ExpressionToTokens
53786,Economy,PreFormatExpression
53793,Functions,GetUInt
53801,Economy,<ExpressionToTokens>b__14_0
53805,Functions,get_center
53807,Functions,get_extents
53809,Functions,get_min
53810,Functions,get_max
53819,Functions,get_normal
53820,Functions,get_distance
53827,Functions,get_origin
53829,Functions,GetPoint
53833,Functions,get_zero
53841,Functions,get_xMin
53843,Functions,get_yMin
53845,Functions,get_xMax
53847,Functions,get_yMax
53866,Functions,get_left_Injected
53868,Functions,get_right_Injected
53870,Functions,get_top_Injected
53872,Functions,get_bottom_Injected
53874,Functions,get_horizontal_Injected
53875,Functions,get_vertical_Injected
53893,Functions,get_renderingWidth
53894,Functions,get_renderingHeight
53895,Functions,get_systemWidth
53896,Functions,get_systemHeight
53900,Functions,FireDisplaysUpdated
53901,Functions,GetSystemExtImpl
53902,Functions,GetRenderingExtImpl
53906,Functions,m_ActiveEditorGameViewTarget
53907,Functions,onDisplaysUpdated
53912,Functions,DisplaysUpdatedDelegate
53917,Functions,get_dpi
53919,Functions,get_currentResolution
53920,Functions,get_fullScreen
53921,Functions,get_safeArea
53922,Functions,get_currentResolution_Injected
53923,Functions,get_safeArea_Injected
53934,Functions,SubUpdates
53936,Functions,Internal_GetMaxDrawMeshInstanceCount
53947,Functions,mipLevel
53948,Functions,SetRenderTargetImpl
53949,Functions,SetRenderTarget
53962,Functions,get_invertCulling
53980,Functions,Internal_CallLightProbesUpdatedFunction
53983,Functions,lightProbesUpdated
53994,Functions,previousQualityLevel
53995,Functions,currentQualityLevel
53996,Functions,OnActiveQualityLevelChanged
53997,Functions,get_vSyncCount
53999,Functions,get_antiAliasing
54000,Functions,get_INTERNAL_renderPipeline
54001,Functions,get_renderPipeline
54002,Economy,applyExpensiveChanges
54003,Functions,SetQualityLevel
54004,Functions,get_activeColorSpace
54005,Functions,get_INTERNAL_renderPipeline_Injected
54006,Functions,activeQualityLevelChanged
54015,Functions,get_startWidth
54017,Functions,get_endWidth
54019,Functions,get_time_Injected
54021,Functions,get_startWidth_Injected
54023,Functions,get_endWidth_Injected
54060,Functions,GetMaterial
54061,Functions,GetSharedMaterial
54063,Functions,get_isVisible
54064,Bosses,set_shadowCastingMode
54065,Bosses,set_receiveShadows
54066,Functions,get_sortingLayerID
54068,Functions,get_sortingGroupID
54069,Functions,get_sortingGroupOrder
54070,Functions,get_isPartOfStaticBatch
54071,Functions,get_sharedMaterial
54074,Functions,GetMaterial_Injected
54075,Functions,GetSharedMaterial_Injected
54077,Functions,get_enabled_Injected
54079,Functions,get_isVisible_Injected
54080,Bosses,set_shadowCastingMode_Injected
54081,Bosses,set_receiveShadows_Injected
54082,Functions,get_sortingLayerID_Injected
54084,Functions,get_sortingOrder_Injected
54086,Functions,get_sortingGroupID_Injected
54087,Functions,get_sortingGroupOrder_Injected
54088,Functions,get_isPartOfStaticBatch_Injected
54091,Bosses,shadowCastingMode
54092,Bosses,receiveShadows
54100,Functions,get_isSupported
54101,Functions,get_globalRenderPipeline
54105,Functions,get_isSupported_Injected
54106,Functions,get_globalRenderPipeline_Injected
54116,Functions,get_shader
54119,Functions,get_mainTextureOffset
54121,Functions,get_mainTextureScale
54124,Functions,GetFirstPropertyNameIdByAttribute
54129,Functions,get_enableInstancing
54133,Functions,GetShaderKeywords
54135,Functions,get_shaderKeywords
54138,Functions,GetFloatImpl
54139,Functions,GetColorImpl
54140,Functions,GetTextureImpl
54141,Functions,GetTextureScaleAndOffsetImpl
54146,Functions,GetTextureOffset
54147,Functions,GetTextureScale
54150,Functions,get_shader_Injected
54152,Functions,GetFirstPropertyNameIdByAttribute_Injected
54157,Functions,get_enableInstancing_Injected
54161,Functions,GetShaderKeywords_Injected
54164,Functions,GetFloatImpl_Injected
54165,Functions,GetColorImpl_Injected
54166,Functions,GetTextureImpl_Injected
54167,Functions,GetTextureScaleAndOffsetImpl_Injected
54214,Functions,get_spotAngle
54215,Functions,get_colorTemperature
54216,Functions,get_useColorTemperature
54217,Functions,get_intensity
54219,Functions,get_bounceIntensity
54220,Heroes;CombatStats;Functions,get_dilatedRange
54221,Functions,get_bakingOutput
54222,Bosses;Functions,get_shadows
54223,Bosses;Functions,get_shadowStrength
54224,Bosses,set_shadowStrength
54225,Functions,get_cookieSize2D
54226,Functions,get_cookie
54227,Functions,get_type_Injected
54228,Functions,get_spotAngle_Injected
54229,Functions,get_colorTemperature_Injected
54230,Functions,get_useColorTemperature_Injected
54231,Functions,get_intensity_Injected
54233,Functions,get_bounceIntensity_Injected
54234,Heroes;CombatStats;Functions,get_range_Injected
54235,Heroes;CombatStats;Functions,get_dilatedRange_Injected
54236,Functions,get_bakingOutput_Injected
54237,Bosses;Functions,get_shadows_Injected
54238,Bosses;Functions,get_shadowStrength_Injected
54239,Bosses,set_shadowStrength_Injected
54240,Functions,get_cookieSize2D_Injected
54241,Functions,get_cookie_Injected
54249,Heroes;CombatStats,dilatedRange
54251,Bosses,shadows
54252,Bosses,shadowStrength
54256,Functions,get_sharedMesh
54258,Functions,get_sharedMesh_Injected
54266,Functions,StereoTargetEyeMask
54284,Bosses,LightShadows
54292,Bosses,Shadowmask
54388,Bosses,Shadowmap
54417,Economy,DynamicallyScalableExplicit
54429,Functions,get_subMeshStartIndex
54430,Functions,get_subMeshStartIndex_Injected
54434,CombatStats,SpeedTree
54444,Functions,GetIndexCountImpl
54446,Functions,GetIndicesImpl
54451,Functions,calculateBounds
54461,Functions,GetAllocArrayFromChannelImpl
54462,Functions,GetArrayFromChannelImpl
54463,Functions,get_canAccess
54464,Functions,get_vertexCount
54465,Functions,get_subMeshCount
54468,Functions,GetSubMesh
54469,Functions,GetLodCount
54473,Functions,RecalculateBoundsImpl
54476,Functions,GetUVChannel
54478,Functions,GetAllocArrayFromChannel
54484,Functions,GetListForChannel
54487,Functions,get_normals
54489,Functions,get_tangents
54492,Functions,get_colors32
54494,Functions,get_lodCount
54505,Functions,GetUVsImpl
54506,Functions,GetUVs
54518,Functions,GetIndices
54521,Functions,GetIndexCount
54523,Heroes;CombatStats,CheckIndicesArrayRange
54532,Functions,RecalculateBounds
54538,Functions,GetIndexCountImpl_Injected
54539,Functions,GetIndicesImpl_Injected
54546,Functions,GetAllocArrayFromChannelImpl_Injected
54547,Functions,GetArrayFromChannelImpl_Injected
54548,Functions,get_canAccess_Injected
54549,Functions,get_vertexCount_Injected
54550,Functions,get_subMeshCount_Injected
54553,Functions,GetSubMesh_Injected
54554,Functions,GetLodCount_Injected
54557,Functions,RecalculateBoundsImpl_Injected
54566,Functions,GetVertexBufferCount
54567,Functions,GetVertexDataPtr
54568,Functions,GetVertexDataSize
54569,Functions,GetIndexDataPtr
54570,Functions,GetIndexDataSize
54575,Functions,get_vertexBufferCount
54576,Functions,GetVertexData
54577,Functions,GetIndexData
54588,Functions,GetDataWidth
54589,Functions,GetDataHeight
54590,Functions,GetDimension
54591,Functions,get_dimension
54592,Functions,get_isReadable
54593,Functions,get_wrapMode
54596,Functions,get_texelSize
54597,Functions,Internal_GetActiveTextureColorSpace
54598,Functions,get_activeTextureColorSpace
54600,Functions,GetTextureColorSpace
54604,Functions,GetDataWidth_Injected
54605,Functions,GetDataHeight_Injected
54606,Functions,GetDimension_Injected
54607,Functions,get_isReadable_Injected
54608,Functions,get_wrapMode_Injected
54610,Functions,get_filterMode_Injected
54612,Functions,get_texelSize_Injected
54613,Functions,Internal_GetActiveTextureColorSpace_Injected
54620,Functions,get_whiteTexture
54627,Functions,updateMipmaps
54632,Functions,GetPixelImpl
54633,Functions,GetPixelBilinearImpl
54637,Functions,recalculateMipMaps
54640,Functions,miplevel
54642,Heroes;Functions,GetWritableImageData
54643,Heroes;Functions,GetImageDataSize
54652,Functions,GetPixel
54653,Functions,GetPixelBilinear
54654,Functions,GetRawTextureData
54658,Functions,get_format_Injected
54659,Functions,get_whiteTexture_Injected
54664,Functions,GetPixelImpl_Injected
54665,Functions,GetPixelBilinearImpl_Injected
54669,Heroes;Functions,GetWritableImageData_Injected
54670,Heroes;Functions,GetImageDataSize_Injected
54686,Functions,GetActive
54687,Functions,GetColorBuffer
54688,Functions,GetDepthBuffer
54691,Bosses,SetShadowSamplingMode
54692,Functions,get_colorBuffer
54693,Functions,get_depthBuffer
54694,WavePerks,discardColor
54695,WavePerks,discardDepth
54696,WavePerks,DiscardContents
54700,Functions,GetTemporary_Internal
54707,Functions,GetDepthStencilFormatLegacy
54709,Bosses,shadowSamplingMode
54710,Bosses,requestedShadowMap
54711,Functions,get_descriptor
54713,Functions,GetDefaultColorFormat
54714,Functions,GetDefaultDepthStencilFormat
54715,Bosses;Functions,GetShadowSamplingModeForFormat
54718,Functions,GetCompatibleFormat
54719,Functions,GetTemporary
54720,Functions,get_width_Injected
54722,Functions,get_height_Injected
54724,Functions,get_dimension_Injected
54728,Functions,get_antiAliasing_Injected
54729,Functions,GetActive_Injected
54731,Functions,GetColorBuffer_Injected
54732,Functions,GetDepthBuffer_Injected
54734,Bosses,SetShadowSamplingMode_Injected
54735,WavePerks,DiscardContents_Injected
54741,Functions,GetDescriptor_Injected
54742,Functions,GetTemporary_Internal_Injected
54749,Functions,get_msaaSamples
54751,Functions,get_volumeDepth
54754,Functions,get_graphicsFormat
54755,Functions,get_depthStencilFormat
54756,Functions,get_colorFormat
54758,Functions,get_sRGB
54759,Functions,get_depthBufferBits
54762,Bosses;Functions,get_shadowSamplingMode
54763,Bosses,set_shadowSamplingMode
54777,Bosses,<shadowSamplingMode>k__BackingField
54787,Functions,get_useMipmapLimit
54788,Functions,get_groupName
54806,Functions,get_lockState
55058,Functions,get_logHandler
55059,Functions,get_logEnabled
55065,Functions,get_filterLogType
55076,Functions,get_linear
55077,Functions,get_maxColorComponent
55078,Functions,get_black
55079,Functions,get_blue
55080,Functions,get_clear
55081,Functions,get_cyan
55082,Functions,get_gray
55083,Functions,get_grey
55084,Functions,get_gray5
55085,Functions,get_gray8
55086,Functions,get_green
55087,Heroes;Functions,get_magenta
55088,Functions,get_red
55089,Functions,get_white
55090,Functions,get_yellow
55099,Heroes,magenta
55106,Functions,get_HtmlColorValues
55107,Functions,get_HtmlColorNames
55123,Functions,get_colorKeys
55125,Functions,get_alphaKeys
55128,Functions,get_colorKeys_Injected
55130,Functions,get_alphaKeys_Injected
55132,Functions,get_mode_Injected
55138,Functions,GetRotation
55139,Functions,GetLossyScale
55140,Functions,get_rotation
55141,Functions,get_lossyScale
55148,Functions,get_inverse
55151,Functions,GetColumn
55152,Functions,GetPosition
55156,Functions,get_identity
55157,Functions,GetRotation_Injected
55158,Functions,GetLossyScale_Injected
55169,CombatStats,maxSpeed
55174,Functions,get_normalized
55177,Functions,get_magnitude
55178,Functions,get_sqrMagnitude
55179,Functions,get_one
55180,Functions,get_forward
55181,Functions,get_back
55182,Functions,get_up
55183,Functions,get_down
55223,Functions,get_eulerAngles
55254,Functions,GetNumberOfDecimalsForMinimumDifference
55257,WavePerks,DiscardLeastSignificantDecimal
55265,Functions,get_negativeInfinity
55300,Functions,CalculateFloatDragSensitivity
55301,Functions,CalculateIntDragSensitivity
55330,Functions,GetInt
55337,Functions,GetInt_Injected
55338,Functions,GetFloat_Injected
55339,Functions,GetString_Injected
55349,Heroes;CombatStats,RangeAttribute
55360,Economy,minExposureValue
55361,Economy,maxExposureValue
55368,Heroes;CombatStats,RandomRangeInt
55369,Functions,get_insideUnitSphere
55370,Functions,GetRandomUnitCircle
55371,Functions,get_insideUnitCircle
55372,Functions,get_insideUnitSphere_Injected
55385,Functions,get_ActiveAPI
55386,Functions,get_overrideAPI
55393,Functions,GetBuiltinResource
55394,Functions,GetBuiltinResource_Injected
55402,Functions,get_isDone
55403,Functions,get_progress
55407,Functions,get_isDone_Injected
55408,Functions,get_progress_Injected
55414,Functions,GetParentTypeDisallowingMultipleInclusion
55415,Functions,GetRequiredComponents
55416,Functions,GetExecuteMode
55418,Functions,GetDefaultExecutionOrderFor
55419,Functions,GetCustomAttributeOfType
55450,Functions,get_order
55461,Functions,OnUpdate
55470,Functions,get_IsCompletedNoLock
55471,Functions,get_IsDettachedOrCompleted
55495,Functions,get_Awaitable
55496,Functions,get_FrameIndex
55505,Functions,get_IsManaged
55513,Functions,get_isActiveAndEnabled
55514,Functions,get_isActiveAndEnabled_Injected
55521,Functions,get_transform
55522,Functions,get_gameObject
55523,Functions,GetComponent
55525,Functions,GetComponentFastPath
55526,Functions,TryGetComponent
55528,Functions,GetComponentInChildren
55529,Functions,GetComponentsInChildren
55530,Functions,GetComponentInParent
55531,Functions,GetComponentsInParent
55532,Functions,GetComponentsForListInternal
55533,Functions,get_tag
55534,Functions,get_transform_Injected
55535,Functions,get_gameObject_Injected
55536,Functions,GetComponentFastPath_Injected
55537,Functions,GetComponentsForListInternal_Injected
55546,Functions,get_keepWaiting
55556,Functions,GetCachedEnumData
55567,Functions,IncludeAllObsolete
55568,Functions,<GetCachedEnumData>b__2_5
55569,Functions,<GetCachedEnumData>b__2_1
55570,Functions,<GetCachedEnumData>b__2_2
55571,Functions,<GetCachedEnumData>b__2_3
55572,Functions,<GetCachedEnumData>b__2_4
55574,Functions,<GetCachedEnumData>b__0
55584,Functions,GetComponentsInternal
55585,Functions,TryGetComponentInternal
55586,Functions,TryGetComponentFastPath
55589,Functions,get_layer
55591,Functions,get_activeSelf
55592,Functions,get_activeInHierarchy
55594,Functions,get_scene
55596,Functions,GetComponent_Injected
55597,Functions,GetComponentInChildren_Injected
55598,Functions,GetComponentInParent_Injected
55599,Functions,GetComponentsInternal_Injected
55600,Functions,TryGetComponentInternal_Injected
55601,Functions,TryGetComponentFastPath_Injected
55603,Functions,get_layer_Injected
55605,Functions,get_activeSelf_Injected
55606,Functions,get_activeInHierarchy_Injected
55607,Functions,get_tag_Injected
55610,Functions,get_scene_Injected
55616,Functions,get_m_inspectorSort
55617,Functions,get_m_sortDirection
55630,Functions,GetMask
55633,Functions,get_isSet
55642,Functions,get_destroyCancellationToken
55653,Functions,get_useGUILayout
55655,Functions,get_didStart
55656,Functions,get_didAwake
55666,Functions,GetScriptClassName
55670,Functions,get_useGUILayout_Injected
55672,Functions,get_didStart_Injected
55673,Functions,get_didAwake_Injected
55684,Functions,GetScriptClassName_Injected
55699,Heroes;CombatStats,RangeInt
55700,Functions,get_end
55717,Functions,GetAllUserAssemblies
55734,Functions,get_bytes
55737,Functions,get_bytes_Injected
55743,Functions,targetEncoding
55760,Functions,GetEntityId
55761,Functions,GetInstanceID
55765,Functions,GetCachedPtr
55775,Functions,get_hideFlags
55780,Functions,GetOffsetOfInstanceIDInCPlusPlusObject
55782,CombatStats,Internal_CloneSingleWithParent
55792,Functions,get_hideFlags_Injected
55795,CombatStats,Internal_CloneSingleWithParent_Injected
55798,Functions,GetName_Injected
55817,Functions,get_MainThreadId
55834,Functions,WaitForFixedUpdate
55838,Functions,get_waitTime
55845,Functions,GetSerializableType
55856,Functions,get_count_Injected
55870,Functions,get_batteryLevel
55871,Functions,get_operatingSystem
55872,Functions,get_operatingSystemFamily
55873,Functions,get_processorType
55874,Functions,get_processorFrequency
55875,Functions,get_processorCount
55876,Functions,get_systemMemorySize
55877,Functions,get_deviceUniqueIdentifier
55878,Functions,get_deviceModel
55879,Functions,get_supportsAccelerometer
55880,Functions,get_supportsGyroscope
55881,Functions,get_supportsLocationService
55882,Functions,get_supportsAudio
55883,Functions,get_graphicsMemorySize
55884,Functions,get_graphicsDeviceName
55885,Functions,get_graphicsDeviceVendor
55886,Functions,get_graphicsDeviceID
55887,Functions,get_graphicsDeviceVendorID
55888,Functions,get_graphicsDeviceType
55889,Functions,get_graphicsDeviceVersion
55890,Functions,get_graphicsShaderLevel
55891,Functions,get_graphicsMultiThreaded
55892,Functions,get_supportsComputeShaders
55893,Functions,get_supportsInstancing
55897,Functions,get_maxTextureSize
55898,Functions,get_maxRenderTextureSize
55899,Functions,get_maxGraphicsBufferSize
55900,Functions,get_supportsIndirectArgumentsBuffer
55901,Functions,GetBatteryLevel
55902,Functions,GetOperatingSystem
55903,Functions,GetOperatingSystemFamily
55904,Functions,GetProcessorType
55905,Functions,GetProcessorFrequencyMHz
55906,Functions,GetProcessorCount
55907,Functions,GetPhysicalMemoryMB
55908,Functions,GetDeviceUniqueIdentifier
55909,Functions,GetDeviceModel
55914,Functions,GetDeviceType
55915,Functions,GetGraphicsMemorySize
55916,Functions,GetGraphicsDeviceName
55917,Functions,GetGraphicsDeviceVendor
55918,Functions,GetGraphicsDeviceID
55919,Functions,GetGraphicsDeviceVendorID
